,Type,District,Storage name,Address,Manager Name,Mobile No,Capacity in MT
1160,Cold Storages,Jalgaon,Shri Murlidhar Tukaram Mahajan,"Cts No.950,Waghoda(Bk),Tq.Raver",,,245.25
1161,Cold Storages,Jalgaon,Shri Pitambar Murlidhar Patil,"Tapat Kathora, Tal. Bhusaval, Dist. Jalgaon",,,478.65
1162,Cold Storages,Jalgaon,Shri Prakashchand Hukumchand Oswal,"Gat No. 584, Plot No. 3, 4, & 5, A.P. Bodwad, Tal. Bodwad, Dist. Jalgaon",,,1089.0
1163,Cold Storages,Jalgaon,Shri Premchand Humunchand Jain,"Gat No. 42, A.P. Betawad, Dist. Jalgaon",,,310.76
1164,Cold Storages,Jalgaon,Shri Radheshyam S Vyas,Transport Nagar,,,10000.0
1165,Cold Storages,Jalgaon,Shri Sureshchandra K. Kothari,"Gno-343/1/1,Pachora Road,Jamner",,,802.93
1166,Cold Storages,Jalgaon,Shri Sureshchandra K.Kothari,"Gno-343/1/1,At & Tq:Jamner",,,802.937
1167,Cold Storages,Jalgaon,Shri Vishwas Ragho Bhosale,"At Post: Pimpalkhede, Tal: Bhadgaon, Dist: Jalgaon",,,218.0
1168,Cold Storages,Jalgaon,Shri Vitthal Dagdu Patil & Shriram Vitthal Patil,"Hno-112,At Anwarde,Tq:Chopda",,,500.0
1169,Cold Storages,Jalgaon,Shri. Bhagwan Vishwanath Patil,Pimparipancham,,,495.0
1170,Cold Storages,Jalgaon,Shri. Digambar Rajaram Patil,Nandurkhede,,,1000.0
1171,Cold Storages,Jalgaon,Shri. Ganesh Kadu Patil,Karki,,,602.0
1172,Cold Storages,Jalgaon,Shri. Ganesh Raghunath Patil,Ainpur,,,496.0
1173,Cold Storages,Jalgaon,Shri. Hiraman Shankar Patil,Tamgavhan,,,190.0
1174,Cold Storages,Jalgaon,Shri. Jagannath Kashinath Mahajan,Padale,,,158.76
1175,Cold Storages,Jalgaon,Shri. Rajaram Shambu Chaudhary,Ahirwadi,,,310.0
1176,Cold Storages,Jalgaon,Shri. Shriram Kanhaiyalal Agrawal,Bhatkhede,,,1000.89
1177,Cold Storages,Jalgaon,Shri. Sudhakar Sitaram Patil,Nandurkhed,,,1000.0
1178,Cold Storages,Jalgaon,Shri. Trambak Jaggu Patil,Nimbol,,,1000.0
1179,Cold Storages,Jalgaon,Shri. Vishal Yuvraj Patil,Kerhale,,,225.0
1180,Cold Storages,Jalgaon,Smt Manisha Sanjiv Patil,"At Manaki, Tal. Bhadegaon, Dist. Jalgaon � 424 201",,,523.0
1181,Cold Storages,Jalgaon,Smt Sunita Nilesh Dargad (Godown No.2),"Sr.No.29/4, N.H.No.6, Village Fekari, Taluka Bhusawal, Dist. Jalgaon",,,998.72
1182,Cold Storages,Jalgaon,Smt Vimalbai Vasant Patil,"A/P: Tandulwadi, Tal: Raver, Dist: Jalgaon",,,500.0
1183,Cold Storages,Jalgaon,Smt. Nirmalabai Shantilal Jain,"Gat No. 72, A.P. Shendurni, Tal Jamner, Dist. Jalgaon",,,988.0
1184,Cold Storages,Jalgaon,Smt. Ratnabai Suresh Patil,Karki,,,617.0
1185,Cold Storages,Jalgaon,Sow. Sakhubai Hari Mahajan,Tandalwadi,,,500.0
1186,Cold Storages,Jalgaon,Sunita Nilesh Dargad (Godown No.1),"No. 6, Village: Fekari, Tal: Bhusaval, Dist:Jalgaon",,,998.72
1187,Cold Storages,Jalgaon,Sureshchandra Kisanlal Kothari,"Gat No. 47/2, At Post: Waki Kh, Tal: Jamner, Dist: Jalgaon - 424206",,,4239.87
1188,Cold Storages,Jalgaon,Vijay Tulsiram Wani,"At Post: Khedgaon, Tal: Bhadgaon, Dist:Jalgaon",,,100.0
1189,Cold Storages,Jalgaon,Vijaykumar Nanasaheb Deshmukh,"G. No. 83/1A1, At Tongaon, Tal. Bhadgaon",,,940.0
1190,Cold Storages,Jalgaon,Vijaysing Kartarsing Rabde & Shri Kartarsingh Ramdas Rabde,"Gno-10,At Chinchkhed Nath,Tq. Motala",,,202.5
1191,Cold Storages,Jalgaon,Wadri V.K.S. Ltd.,Wadri,,,420.273
1192,Cold Storages,Jalgaon,Waghali V.K.S.Society,"At Post Wagholi, Tal. Chalisgaon",,,500.94
1193,Cold Storages,Jalgaon,Waman Ramchandra Patil,"Sno-237,At Shahapur,Tq.Amalner",,,310.807
1194,Cold Storages,Jalna,APMc Jalna,"At APMC.New Mondha,Jalna",,,2258.0
1195,Cold Storages,Jalna,Bagadia Ware House ( Prop: Mrs Neetadevi Pannalal Bagadia),"Gat No. 22, At: Devmurti, Tal & Dist: Jalna",,,4600.0
1196,Cold Storages,Jalna,Buldhana Urban Co-Op Credit Society Ltd,"GUT No7/9 AT MATREWADI,TQ BADNAPUR,DIST:JALNA",,,2420.0
1197,Cold Storages,Jalna,Buldhana Urban Coop. Credit Soc. Ltd,Jalna,,,283.0
1198,Cold Storages,Jalna,Chandrakalabai Balasaheb Golde,"Gat No. 13, Pimpalkhed (Khurd), Tal: Ambad, Dist: Jalna",,,194.86
1199,Cold Storages,Jalna,Jaibhavani Seeds & Agritech Research Pvt Ltd,"S No. 107, Waturphata Road, At & Po: Partur, Tal: Partur, Dist:Jalna",,,500.0
1200,Cold Storages,Jalna,M/S APMC Jalna,Jalna,,,4530.0
1201,Cold Storages,Jalna,M/S Krishidhan Vegetables Seeds (I) Pvt. Ltd.,"At Market Yard, Ring Road, Gat No.181, Sector No.33, ARMC, Jalna",,,9300.54
1202,Cold Storages,Jalna,"M/S Union Krishak Seva Sahakari Society Ltd.,",Ramnagar,,,1176.0
1203,Cold Storages,Jalna,Mr Rajendra Laxmikant Bhakkad & Mr Anil Chandraprakash Agrawal,"Plot No. Ap15 & AP16, Agro Processing Zone, New APMC Market Yard, Jalna - 431 203",,,2023.0
1204,Cold Storages,Jalna,Mr. Chatrabhuj Ramlal Chhabda,"Plot,G-3&4,New APMC Market Yard,Jalna",,,1994.96
1205,Cold Storages,Jalna,Mr. Kailash Mugutrao Deshmukh,"Gno-102,Mz:moharo,Tq:Jafrabad",,,1099.81
1206,Cold Storages,Jalna,SMT Tarabai Kundlik Suruse,"Gat No. 67, At: Nagik Pangri, Tal: Badnapur, Dist: Jalna",,,1000.0
1207,Cold Storages,Jalna,"Samarth SSK Ltd,Ankushnagar,Ambad","Site At Ankushnagar,Tq.Ambad,Dist.Jalna",,,9449.37
1208,Cold Storages,Jalna,Shambhu Mahadev Sugar & Allied Individual U. Ltd.,Gundewadi,,,6300.0
1209,Cold Storages,Jalna,Shri Bhalchand Kesharchand Jain,"G.No.305(P),At Rani-Unchegaon,Tq.Ghansawangi",,,233.383
1210,Cold Storages,Jalna,Shri Panjabrao Fakirrao Deshmukh,"Gat. No. 1168, Dhawada, Tal. Bhokardan, Dist. Jalna",,,1187.0
1211,Cold Storages,Jalna,Shri Prakash Sukhdev Lakhmale,"Sr.No.222,At Waghrul(JH),Tq.Dist.Jalna",,,704.494
1212,Cold Storages,Jalna,Shri Rajesh Tilokchand Patni,"Plot-AP_07&08,Sr.No.181,New APMC Makt Yard Road,Jalna",,,1773.34
1213,Cold Storages,Jalna,Smt Sharda Vishnu Kshirsagar,"At Post: Dharkalyan (Kadvanchi), Tal: Dist: Jalna",,,600.0
1214,Cold Storages,Jalna,Smt. Savita Loya & Smt. Kailas Loya,"Plot No G-1, G-2, S.NO. 102, New APMC Market Yard, Jalna",,,2049.16
1215,Cold Storages,Jalna,Tambe Arjun Namdeo,Lingewadi,,,121.22
1216,Cold Storages,Kolhapur,Amol Shubhash Todkar,"Gat No.624, A/P Ambap, Tal. Hatkangale, Dist. Kolhapur",,,950.0
1217,Cold Storages,Kolhapur,Anil Shubhash Todkar,"Gat No.624, A/P Ambap, Tal. Hatkangale, Dist. Kolhapur",,,950.0
1218,Cold Storages,Kolhapur,Babgonda VKS,Takawade,,,352.0
1219,Cold Storages,Kolhapur,Baburao Omanna Bhosale,"R.S.NO.116, Hissa No.9 & 10, Shiroli (P), Tal. Hatkangangale, Dist. Kolhapur",,,632.0
1220,Cold Storages,Kolhapur,Balasaheb Mane VKS,Shirol,,,403.0
1221,Cold Storages,Kolhapur,Bhagubai VKS,Bukihal(Kh.),,,275.0
1222,Cold Storages,Kolhapur,Bhagyalaxmi VKS,Narande,,,104.0
1223,Cold Storages,Kolhapur,Bhagyalaxmi Ware House,"Gno-822-23,A/P-Sarawade,Tq.Radhanagari",,,622.661
1224,Cold Storages,Kolhapur,Bhairavnath V.K.S.Sevasanstha,"At. Post. Nandani, Tal. Shirol",,,105.3
1225,Cold Storages,Kolhapur,Bhairavnath VKS,Vhagutti,,,111.0
1226,Cold Storages,Kolhapur,Bhairavnath VKS,Vetawade,,,174.0
1227,Cold Storages,Kolhapur,Bhairavnath VKS,Mahe,,,243.0
1228,Cold Storages,Kolhapur,Bharatratna Dr. Babasaheb Ambedkar VKS,Kuradwadi,,,235.0
1229,Cold Storages,Kolhapur,Bonjurdi V.K.S. Seva Sanstha Ltd.,Bonjurdi,,,220.0
1230,Cold Storages,Kolhapur,Chandgad Tal. Shetkari Sah. K V Sangh Ltd. Turkewadi ( Halkarni ),Halkarni,,,231.0
1231,Cold Storages,Kolhapur,Chandgad Tal. Shetkari Sah. K V Sangh Ltd.Turkewadi,Shinoli,,,1000.0
1232,Cold Storages,Kolhapur,Chandgad Tal. Shetkari Sah. K V Sangh Ltd.Turkewadi,Turkewadi,,,231.0
1233,Cold Storages,Kolhapur,Chougule JaypalBalappa,"Gat No. 470, Chougule Mala, A/P Jainapur, Tal: Shirol, Dist: Kolhapur",,,402.0
1234,Cold Storages,Kolhapur,Din Daulat VKS,Shirol,,,400.0
1235,Cold Storages,Kolhapur,Ghatprabha VKS,Kurani,,,333.0
1236,Cold Storages,Kolhapur,Girish Satyanarayan Agarwal,Pusad,,,1109.0
1237,Cold Storages,Kolhapur,Hanuman VKS,Kasba Thane,,,326.0
1238,Cold Storages,Kolhapur,Jagonda R Patil VKS,Shirti,,,234.0
1239,Cold Storages,Kolhapur,Jai Hanuman VKS,Kini,,,231.0
1240,Cold Storages,Kolhapur,Jai Shivray VKS,Sake,,,115.0
1241,Cold Storages,Kolhapur,JaihIndividual VKS,Nigwe,,,201.0
1242,Cold Storages,Kolhapur,Jawahar Shetkari VKS,Mangaon,,,210.0
1243,Cold Storages,Kolhapur,JayhIndividual V.K.S. Ltd.Kavathesar,"At Kavthesar,Tq:Shirola",,,278.0
1244,Cold Storages,Kolhapur,Jyotirling VKS,Nanundre,,,116.0
1245,Cold Storages,Kolhapur,Jyotirling VKS,Mahalaswade,,,118.0
1246,Cold Storages,Kolhapur,Kagal Tal.Sahakari KVS,Kagal,,,280.0
1247,Cold Storages,Kolhapur,Kalamevi VKS,Kasarwada,,,239.0
1248,Cold Storages,Kolhapur,Kamlakar R Sonavane & Sou Vijaya K Sonavane,"At P No. 1310, Gokul Shirgaon, Tal: Karveer, Dist: Kolhapur",,,3686.48
1249,Cold Storages,Kolhapur,Kedarling V.K.S. Seva Sanstha Ltd.,Boravade,,,233.0
1250,Cold Storages,Kolhapur,Kedarling VKS,Mandukli,,,174.0
1251,Cold Storages,Kolhapur,Kranti SSK Ltd.,Kundal,,,9454.0
1252,Cold Storages,Kolhapur,Laxmi VKS,Tamankwada,,,295.0
1253,Cold Storages,Kolhapur,"M/S Ajara Shetkari SSK Ltd.,",Gavase,,,10000.0
1254,Cold Storages,Kolhapur,M/S Apex Food Industries,"Plot No. 230, MIDC Kagal-Hatkanangale",,,945.0
1255,Cold Storages,Kolhapur,"M/S Datta VKS, Mouze Vadgaon",Vadgaon,,,116.272
1256,Cold Storages,Kolhapur,"M/S Gholeshwar VKS Ltd.,",Ghalwad,,,100.0
1257,Cold Storages,Kolhapur,M/S Gurudatt Sugars Ltd,"Gat No. 61, Akiwat - Takliwadi Road, Tal: Shirur, Dist: Kolhapur",,,11698.0
1258,Cold Storages,Kolhapur,M/S Gurudatt Sugars Ltd.,"Akiwat, Shirol",,,12500.0
1259,Cold Storages,Kolhapur,M/S HIndividual Mata VKS,Thergaon,,,200.0
1260,Cold Storages,Kolhapur,"M/S Individual Ira Gandhi Bharatiya Mahila Vikas SSK Ltd.,",Tambale,,,10000.0
1261,Cold Storages,Kolhapur,"M/S Kanur Group VKS Sanstha Ltd.,",Kanur Khurd,,,100.0
1262,Cold Storages,Kolhapur,M/S Rasaidevi VKS,Kolik,,,150.0
1263,Cold Storages,Kolhapur,M/S Sahyadri VKS,Male,,,150.0
1264,Cold Storages,Kolhapur,M/S Sahyadri VKS,Keloshi,,,150.0
1265,Cold Storages,Kolhapur,M/S Sangameshwar VKS,Terani,,,250.0
1266,Cold Storages,Kolhapur,"M/S Sharad SSK Ld.,",Narande,,,10000.0
1267,Cold Storages,Kolhapur,M/S Shri Radhakrishna Warehouse,Aiwajpur,,,1000.0
1268,Cold Storages,Kolhapur,M/S Shriram Sahakari Dudh Vyavasaik Sanstha Maryadit,Chuye,,,161.0
1269,Cold Storages,Kolhapur,"M/S Udaysingrao Gaikwad SSK Ltd.,",Sonawade Bambawade,,,10000.0
1270,Cold Storages,Kolhapur,"M/S Union Krishak Seva Sahakari Society Ltd.,",Manegaon ( Khalsa),,,250.0
1271,Cold Storages,Kolhapur,M/S Vikramsing VKS,Kumbhoj,,,521.0
1272,Cold Storages,Kolhapur,Mahadev VKS,Malge,,,195.0
1273,Cold Storages,Kolhapur,Maharashtra State Warehousing Corporation,"Midc,Plot No.T-6",,,3309.38
1274,Cold Storages,Kolhapur,Maharashtra State Warehousing Corporation,"APMC Premises,Loha",,,2974.98
1275,Cold Storages,Kolhapur,"Majarewadi V.K.S.Seva Sanstha Ltd.,",Majarewadi,,,237.0
1276,Cold Storages,Kolhapur,Mangesh V.K.S. Seva Sanstha Ltd.,"Ghunaki, Tal. Hatkangale, Dist. Kolhapur",,,200.0
1277,Cold Storages,Kolhapur,"Mr. Ajit M. Patil & Ranjit M. Patil,Nagaon","Gno-448,At Nagaon,Tq:Hatkanangle",,,452.0
1278,Cold Storages,Kolhapur,"Mr. G.B.Bookshet,Nagaon Phata","Gno-695,Nagaon,Tq:Hatkanagle",,,258.0
1279,Cold Storages,Kolhapur,"Mrs. Narmada Vijay Savekar,Uttur","Gno-1530(P),Uttur,Tq:Ajara",,,1000.35
1280,Cold Storages,Kolhapur,"Mrs.Manisha R. Hendre, Kolhapur","P-38,38/1,MIDC,Gokul-Shirgaon",,,1875.2
1281,Cold Storages,Kolhapur,"Mrs.Manisha R.Hendre,Kolhapur",Kowad,,,239.0
1282,Cold Storages,Kolhapur,"Mrs.Manisha R.Hendre,Kolhapur","R.S.276/40,Gokulshirgaon,Tq:Karveer",,,1000.0
1283,Cold Storages,Kolhapur,N T Patil VKS,Shirol,,,234.0
1284,Cold Storages,Kolhapur,"Nagari Vesa Sahakari Sanstha,Mz:Nagari",Kowad,,,116.0
1285,Cold Storages,Kolhapur,Narhari VKS,Waghurde,,,234.0
1286,Cold Storages,Kolhapur,Narsinh VKS,Padali,,,302.0
1287,Cold Storages,Kolhapur,Padmashri. Dr. D Y Patil Cooperative Sugar Factory Ltd,Dnyanshantinagar,,,6400.0
1288,Cold Storages,Kolhapur,Patil Balasaheb Jagonda,"Gat No.488, Mayur Phata, Sambhajinagar, Nagaon, Tal:Hatkangale, Dist: Kolhapur",,,600.0
1289,Cold Storages,Kolhapur,R R Patil VKS,Awali,,,300.0
1290,Cold Storages,Kolhapur,R.B. Patil Kisan Sahakari KVS,Gadmudhingi,,,969.0
1291,Cold Storages,Kolhapur,Rafiq Badshaha Momin,"Plot-43,Shiroli,Tq:Hatkangale",,,315.0
1292,Cold Storages,Kolhapur,Ramling VKS,Palechahuda,,,115.0
1293,Cold Storages,Kolhapur,Ratnakar Dhondiba Kolekar,"Gat No. 309, Hissa: Kasaba Kagal, Dist: Kolhapur",,,9350.0
1294,Cold Storages,Kolhapur,Ravalnath V.K.S.Seva Society Ltd.,"At Kadalage Bk, Tq.Chandgad,Kolhapur",,,202.98
1295,Cold Storages,Kolhapur,"Sadashiv Punjaba Mager,Hivarkheda",Tamgaon,,,500.0
1296,Cold Storages,Kolhapur,Sainik V.K.S. Seva Sanstha Ltd.,Takali,,,228.0
1297,Cold Storages,Kolhapur,Samruddhi Milk & Milk Product Ltd.,"Vhanali, Kagal",,,250.0
1298,Cold Storages,Kolhapur,Sarvodaya VKS,Kodali,,,505.0
1299,Cold Storages,Kolhapur,Shivaji V.K.S Seva Society Ltd. Mohare,"Mohare, Tq: Panhala",,,120.0
1300,Cold Storages,Kolhapur,Shree Ramanlal Jeevraj Doshi,Sadashivnagar,,,27235.8
1301,Cold Storages,Kolhapur,Shri Ambarish Sanjay Ghatge,"Plot-382,Mz:Vhanali,Tq:Kagal",,,255.075
1302,Cold Storages,Kolhapur,Shri Anil Nana Bhagbhage,"Gno-267,Rukadi,Tq:Hatkangale",,,705.775
1303,Cold Storages,Kolhapur,Shri Babaji Patil VKS,K. Tarale,,,252.0
1304,Cold Storages,Kolhapur,Shri Balasaheb Shankar Patil,"Gat No. 173, Halaswade, Tal: Karveer, Dist: Kolhapur",,,390.0
1305,Cold Storages,Kolhapur,Shri Datta V.K.S.Seva Sanstha Ltd.,Bhadgaon,,,266.0
1306,Cold Storages,Kolhapur,Shri Deepak Rangarao Patil,"Gat No. 240, A/P: Vathar, Tal: Katkanagale, Dist: Kolhapur",,,6051.0
1307,Cold Storages,Kolhapur,Shri Dnyaneshwar VKS,Shiye,,,100.0
1308,Cold Storages,Kolhapur,Shri Hanuman V.K.S.Seva Sanstha Ltd.,Boriwade,,,100.0
1309,Cold Storages,Kolhapur,"Shri Krishna V.K.S. Sty. Ltd.,Rajapurwadi","Cso-181,At Rajurwadi,Tq:Shirol",,,100.0
1310,Cold Storages,Kolhapur,Shri Lalith Sakalchand Gandhi,"A/P-Hitani,Tq:Gadhinglaj",,,1500.0
1311,Cold Storages,Kolhapur,"Shri Makai SSK Ltd.,Bhilarwadi","Godown-4,At Bhilarwadi,Taluk-Karmala",,,7666.6
1312,Cold Storages,Kolhapur,"Shri Pandurang VKS Seva Sanstha, Undarwadi","Undarwadi,",,,116.0
1313,Cold Storages,Kolhapur,Shri Samgonda Jingonda Patil,"Gat No. 418, Hirale, Tal: Hatkangale, Dist: Kolhapur",,,213.0
1314,Cold Storages,Kolhapur,Shri Shivputra Shankar Karambali,"Plot No.32,33,34 At Po.Uttur, Tal.Ajara",,,900.0
1315,Cold Storages,Kolhapur,Shri. Vasant Vishwanath Mahajan,Tandalwadi,,,553.0
1316,Cold Storages,Kolhapur,Shrikrishna VKS,Sablewadi,,,151.0
1317,Cold Storages,Kolhapur,Shriram VKS,Bhugewadi,,,162.0
1318,Cold Storages,Kolhapur,Smt Arundhati Sanjay Ghatge,"Gat No.241, A/P Vanali, Tal. Kagal, Dist. Kolhapur",,,494.0
1319,Cold Storages,Kolhapur,Sou Jyoti Deepak Patil & Deepak Patil (Jt),"Gat No.235, Vathar Tarf, Vadgaon, Tal: Hatkangale, Dist: Kolhapur",,,5203.0
1320,Cold Storages,Kolhapur,Sou Sunita Balasaheb Patil,"Gat No. 98/1 & 2, Haldi, Tal;Karveer, Dist: Kolhapur",,,405.0
1321,Cold Storages,Kolhapur,Sou. Urmila Ramesh Pisal,"G.No.329,Top,Tal.Hatkanangale",,,1650.0
1322,Cold Storages,Kolhapur,Suresh Vishwanath Gatade (Godown No.1),"Gat No.515, Nagavan, Tal. Hatkangale, Dist. Kolhapur",,,500.0
1323,Cold Storages,Kolhapur,Suresh Vishwanath Gatade (Godown No.2),"Gat No.515, Nagavan, Tal. Hatkangale, Dist. Kolhapur",,,1588.0
1324,Cold Storages,Kolhapur,Swaimbhu VKS,Ghotawade,,,115.0
1325,Cold Storages,Kolhapur,"Tamraparni Nagari Sah. Pat Santha Ltd., Kowad","Naganwadi, Tq Chandgad, Kolhapur",,,116.0
1326,Cold Storages,Kolhapur,"Tamraparni Nagari Sah. Pat Santha Ltd., Kowad","Tudiye Branch, Tq Chandgad, Kolhapur",,,239.0
1327,Cold Storages,Kolhapur,Tatyasaheb Kore V.K.S. Seva Snashta Ltd.,"Gat No.112, C.S.No.164, At Bahirewadi, Tal. Panhala, Dist. Kolhapur",,,144.276
1328,Cold Storages,Kolhapur,Vagadadevi VKS,Nhavali,,,118.0
1329,Cold Storages,Kolhapur,Vakare VKS,Vakare,,,111.0
1330,Cold Storages,Kolhapur,Vijay VKS,Nilpan,,,288.0
1331,Cold Storages,Kolhapur,Vikramsinh VKS,Kumbhoj,,,561.0
1332,Cold Storages,Kolhapur,Vishwas Shamrao Tadse,"Chuye, Karveer",,,225.0
1333,Cold Storages,Kolhapur,Warana V.K.S. Seva Sanstha Ltd.,"At Bhendavade, Tal. Hatkangale, Dist. Kolhapur",,,242.42
1334,Cold Storages,Kolhapur,Yuvraj Vasant Kamble & Nirmala Yuvraj Kamble,"Gat No. 429 B, Plot No. 28, Nagaon, Tal. Hatlakangale",,,410.0
1335,Cold Storages,Latur,"APMC, Jalkot","Jalkot, Dist; Lator",,,1000.0
1336,Cold Storages,Latur,"APMC,Latur","New MIDC Area,Latur",,,5495.93
1337,Cold Storages,Latur,Aakash Warehouse( Prop: Sou Vidya Ramesh Amberkhane),"S No. 37/2, Loni, Tal: Udgir, Dist: Latur - 413 517",,,9125.0
1338,Cold Storages,Latur,Ajnus V.K.S. Seva Society Ltd.,Pangaon,,,100.0
1339,Cold Storages,Latur,Ambika Agro Warehouse,Latur,,,2000.0
1340,Cold Storages,Latur,"Anand Warehouse, Aurad Shahjani, Market Yard Aurad Nilanga Tq","M/S Gurukrupa Daludyog At M.Yard Aurad Shahajani, Nilanga Tq",,,975.0
1341,Cold Storages,Latur,Ankalkhop V.K.S.,Arvi,,,4000.0
1342,Cold Storages,Latur,Ashwin Warehouse (Prop: Ashwin Vijaykumar Mundada),"Gat No. 49 & 50, At Post: Peth, Tal: Ausa, Dist: Latur",,,3662.0
1343,Cold Storages,Latur,"Ausa Vividh Karyakari Seva Sahakari Soc. Ltd.,Ausa","House No.2160,At & Tq: Ausa,",,,200.0
1344,Cold Storages,Latur,Bhagwandasji Warehouse (Ramarao Shambhaji Sontakke),"Jalkot,Tq.-Jalkot,",,,1000.0
1345,Cold Storages,Latur,Bhagwat Ambadas Wade,"Gat No.130/S, Latur Ausa Road, Ausa, Tal: Ausa, Dist: Latur",,,2500.0
1346,Cold Storages,Latur,Bhairavnath V.K.S. Sah. Society Ltd.,Halgara,,,149.0
1347,Cold Storages,Latur,Bhavikdas Farida Raypure,Somnathpur,,,4800.0
1348,Cold Storages,Latur,Buldhana Urban Co-Op Credit Society Ltd,"Godown No1,Gut No.506 AT Malegaon,TQ Mal;Egaon ,DIST:Washim",,,1000.0
1349,Cold Storages,Latur,Chaitanya Agro Industries (Shri Balaji Vasudev Bejgamwar),"Plot No. D 12, Additional MIDC, Latur, Dist. Latur",,,5858.99
1350,Cold Storages,Latur,"Chakur Audhyogik Vasahat Sah.Sanstha,Chakur","G-2,Aminity Area,At Chakur,Tq-Latur",,,500.0
1351,Cold Storages,Latur,"Chakur Audhyogik Vasahat Sahakari Sanstha ,Chakur","Godown-3,At & Tq:Chakur",,,564.0
1352,Cold Storages,Latur,Chakur Audhyogik Vasahat Sahakri Sanstha,"Godown No.4,Chakur",,,506.0
1353,Cold Storages,Latur,Ghadge Nikhil Bharat,"Gut No. 60/61, At Post: Bhusani,Tal: Ausa, Dist: Latur",,,650.0
1354,Cold Storages,Latur,Indrayani Warehouse (Prop: Satyajit Dattarao Deshmukh),"Plot No. P-61/4, Additional MIDC, Harangul (B), Latur",,,800.0
1355,Cold Storages,Latur,Jadhav Warehouse ( Prop: Smt Sunita Sitaram Jadhav),"Village: Waavati, Gat No. 73, Tal & Dist: Latur",,,1620.0
1356,Cold Storages,Latur,Kasale Gangadhar Sopan,"Gno-105,At Sikandarpur,Tq & Dist.Latur",,,1296.0
1357,Cold Storages,Latur,Kasale Warehouse (Prop. Kasale Gangadhar Sopan) Godown No 3,"Gno-105,At Sikandarpur,Tq & Dist.Latur",,,2505.0
1358,Cold Storages,Latur,Kisan Warehousing (Phase II ),Harangul,,,4400.0
1359,Cold Storages,Latur,Kisan Warehousing(Phase I),Harangul,,,4000.0
1360,Cold Storages,Latur,Krishna Warehouse (Prop. Miss Shobha Benjerge),"A/P Pandharwadi, Tal. Shirural Anantpal, Dist. Latur",,,990.0
1361,Cold Storages,Latur,M/S Amberkhane Warehouse(Two Godowns),"Loni, Udgir",,,5400.0
1362,Cold Storages,Latur,M/S Balaji Warehousing,Malkapur,,,4155.0
1363,Cold Storages,Latur,M/S Bhagwant Warehouse,Omarga,,,1759.0
1364,Cold Storages,Latur,M/S Biradar Agroware House Malewadi,"Sr.No.26,A/P-Malewadi,Tq:Udgir",,,2000.0
1365,Cold Storages,Latur,"M/S Biyani Warehousing ( P ) Ltd.,",Malewadi,,,8400.0
1366,Cold Storages,Latur,"M/S Chakur Audhyogic Vasant Sahakari Sanstha Ltd.,",Chakur,,,500.0
1367,Cold Storages,Latur,M/S Dwarkamata Warehouse (Prop. Sau. S.R.Sontakke),"Gno-305, At & Tq:Jalkot",,,1187.0
1368,Cold Storages,Latur,M/S Dwarkamata Warehouse (Prop. Sau. S.R.Sontakke),"Gno-305, At & Tq:Jalkot",,,
1369,Cold Storages,Latur,M/S Giriraj Warehouse (Prop. Sumanmala Ramrao Sontakke),"Gno-305,Jalkot,Dist.Latur",,,1245.42
1370,Cold Storages,Latur,M/S Govindraj Warehouse,"At Post: Jalkot, Tal: Jalkot, Dist: Latur",,,2500.0
1371,Cold Storages,Latur,M/S Gulange Ware House,"At Post: Malkapur, Tal: Udgir, Dist: Latur",,,9072.0
1372,Cold Storages,Latur,M/S Hari Om Ware House (Shri Shrikant Chandrashekhar Hiremath),"Plot No. D-99 & 100, MIDC, Latur, Dist. Latur4",,,3398.4
1373,Cold Storages,Latur,M/S Jagdamba Warehouse (Prop. Smt Pramila Prabhakar Pathak),"Gut No.450, Mahalangra, Tal. Chakur, Dist. Latur",,,951.5
1374,Cold Storages,Latur,"M/S Krishi Utpanna Bazar Samiti (APMC), Renapur","Krishi Utpanna Bazar Samiti (APMC), Tal. Renapur, Dist. Latur (Maharashtra)",,,1000.0
1375,Cold Storages,Latur,M/S L K Warehouse,"Plot No. A-113, Addl. MIDC, Latur",,,10000.0
1376,Cold Storages,Latur,M/S L.K.Warehouse(Prop. Smt. Kalpana L. Shah),"Plot No A-113/1, Additional MIDC, Latur",,,3000.0
1377,Cold Storages,Latur,M/S Latur Cold Storage Pvt. Ltd.,"A-114,Addl.Midc,Latur",,,6721.85
1378,Cold Storages,Latur,M/S Latur Cold Storage Pvt.Ltd.,"A-114,Addl.MIDC,Latur",,,9586.53
1379,Cold Storages,Latur,M/S Mahajan Udyog,"At Post: S No. 66/10, Malkapur, Tal: Udgir, Dist: Latur",,,10000.0
1380,Cold Storages,Latur,M/S Narayan Warehousing (Shri Suresh Dinkar Mahajan),"Sr.No.32/B2,Somnathpuram,Tq:Udgir",,,6518.56
1381,Cold Storages,Latur,M/S Pawar Warehouse ( Prop Ritesh Annarao Pawar),"Killari, Tal: Ausa, Dist: Latur",,,1500.0
1382,Cold Storages,Latur,M/S R. K. Warehouse,"Raghunandan P Kunte, B/11, Additional MIDC, Latur.",,,995.522
1383,Cold Storages,Latur,M/S Santosh Warehouse,"At Post: Somnathpur, Tal: Udgir, Dist: Latur",,,5200.0
1384,Cold Storages,Latur,M/S Shiv Warehouse,"S NO. 142, At Post: Loni, Tal: Udgir, Dist: Latur",,,4304.75
